,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,brand_name
3030,2009,150000,80000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,5.0,Chevrolet
3031,2007,480000,110000,Diesel,Individual,Automatic,Fourth & Above Owner,16.07,1995,181.0,5.0,BMW
3032,2007,70000,80000,Petrol,Individual,Manual,Second Owner,18.2,1061,64.0,5.0,Maruti
3033,2011,1190000,80000,Petrol,Individual,Automatic,Second Owner,10.93,2497,204.0,5.0,Mercedes-Benz
3034,2018,900000,19000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,Ford
3035,2015,600000,40000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,Hyundai
3036,2015,1100000,52269,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,7.0,Mahindra
3037,2010,120000,170000,LPG,Individual,Manual,Second Owner,10.9,796,32.8,5.0,Maruti
3038,2009,229999,60000,Petrol,Individual,Manual,Third Owner,18.5,1197,80.0,5.0,Hyundai
3039,2017,570000,15780,Petrol,Individual,Manual,First Owner,17.8,1198,86.7,5.0,Honda
3040,2014,575000,106000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5.0,Hyundai
3041,2012,280000,80000,Diesel,Individual,Manual,Third Owner,20.54,1598,103.6,5.0,Volkswagen
3042,2015,580000,74000,Diesel,Individual,Manual,Second Owner,21.19,1396,88.73,5.0,Hyundai
3043,2018,875000,35000,Diesel,Individual,Manual,Second Owner,25.47,1248,88.5,7.0,Maruti
3044,2013,500000,70000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5.0,Hyundai
3045,2015,700000,60000,Diesel,Individual,Manual,First Owner,26.21,1248,88.5,5.0,Maruti
3046,2016,388000,50000,Petrol,Individual,Manual,Second Owner,18.16,1196,86.8,5.0,Ford
3047,2011,225000,80000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5.0,Hyundai
3048,2011,90000,90000,Petrol,Individual,Manual,Second Owner,15.64,1193,64.08,5.0,Tata
3049,2014,600000,114000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5.0,Renault
3050,2009,235000,100000,Petrol,Individual,Manual,First Owner,18.5,1197,80.0,5.0,Hyundai
3051,2011,350000,100000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,5.0,Hyundai
3052,2011,235000,80000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5.0,Hyundai
3053,2010,190000,35000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5.0,Maruti
3054,2011,325000,79000,Diesel,Individual,Manual,First Owner,21.12,1248,88.8,5.0,Tata
3055,2007,550000,2360457,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5.0,Hyundai
3056,2011,300000,120000,Diesel,Individual,Manual,Third Owner,20.54,1598,103.6,5.0,Volkswagen
3057,2017,550000,10000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,5.0,Tata
3058,2013,720000,150000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7.0,Mahindra
3059,2011,110000,110000,Petrol,Individual,Manual,First Owner,18.06,1198,75.0,5.0,Nissan
3060,2018,310000,10000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5.0,Maruti
3061,2010,150000,70000,LPG,Individual,Manual,Second Owner,26.2,998,58.2,5.0,Maruti
3062,2012,260000,46000,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,5.0,Tata
3063,2002,55000,120000,Petrol,Individual,Manual,Fourth & Above Owner,13.2,1495,94.0,5.0,Hyundai
3064,2013,450000,108800,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,5.0,Maruti
3065,2009,199000,70000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5.0,Hyundai
3066,2018,1000000,35000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,7.0,Mahindra
3067,2011,240000,72000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5.0,Ford
3068,2018,350000,40000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,Renault
3069,2014,530000,120000,Diesel,Individual,Manual,Third Owner,15.96,2523,62.1,7.0,Mahindra
3070,2011,150000,35000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5.0,Chevrolet
3071,2019,625000,12500,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5.0,Hyundai
3072,2014,378000,80000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5.0,Hyundai
3073,2015,210000,210000,Petrol,Individual,Manual,Second Owner,25.17,799,53.3,5.0,Renault
3074,2018,700000,100000,Diesel,Individual,Manual,Second Owner,28.4,1248,74.02,5.0,Maruti
3075,2011,156000,110000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5.0,Hyundai
3076,2016,700000,103000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7.0,Mahindra
3077,2010,194000,577414,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,5.0,Maruti
3078,2006,120000,100000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,Maruti
3079,2015,415000,45000,Petrol,Individual,Automatic,First Owner,15.5,1198,86.7,5.0,Honda
3080,2015,450000,45000,Petrol,Individual,Automatic,First Owner,15.5,1198,86.7,5.0,Honda
3081,2014,325000,40000,Petrol,Individual,Manual,Third Owner,19.4,1198,86.8,5.0,Honda
3082,2014,525000,200000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,9.0,Mahindra
3083,2017,265000,100000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,Hyundai
3084,2008,100000,120000,Petrol,Individual,Manual,Second Owner,19.7,796,35.0,8.0,Maruti
3085,2015,400000,100000,Diesel,Individual,Manual,First Owner,23.0,1248,88.7,5.0,Tata
3086,2013,345000,40000,Diesel,Individual,Manual,First Owner,21.9,1396,88.8,5.0,Hyundai
3087,2018,850000,15000,Diesel,Individual,Manual,Second Owner,16.55,2498,105.0,6.0,Mahindra
3088,2018,620000,15000,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8,5.0,Maruti
3089,2018,700000,10000,Petrol,Individual,Manual,Second Owner,21.4,1197,83.1,5.0,Maruti
3090,2012,200000,90000,Diesel,Individual,Manual,First Owner,22.3,1248,74.0,5.0,Tata
3091,2017,660000,80000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7.0,Mahindra
3092,2015,1700000,39000,Diesel,Individual,Manual,First Owner,13.5,2477,175.56,7.0,Mitsubishi
3093,2009,90000,60000,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,5.0,Tata
3094,2015,1050000,28000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7.0,Mahindra
3095,2010,160000,90000,Petrol,Individual,Manual,Second Owner,15.6,1196,70.0,5.0,Ford
3096,2006,150000,80000,Petrol,Individual,Manual,Third Owner,13.5,1799,130.0,5.0,Honda
3097,2010,200000,35000,Petrol,Individual,Manual,First Owner,19.0,998,67.1,5.0,Maruti
3098,2011,365000,185000,Diesel,Individual,Manual,Second Owner,21.43,1364,87.2,5.0,Toyota
3099,2009,140000,110000,Petrol,Individual,Manual,Second Owner,15.7,1172,67.0,5.0,Fiat
3100,2016,360000,100000,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,5.0,Fiat
3101,2008,200000,110000,Petrol,Individual,Manual,Second Owner,17.7,1497,78.0,5.0,Honda
3102,2010,250000,100000,Diesel,Individual,Manual,Second Owner,17.5,1896,106.0,5.0,Skoda
3103,2008,229999,110000,Diesel,Individual,Manual,Second Owner,17.5,1896,106.0,5.0,Skoda
3104,2011,320000,130000,Diesel,Individual,Manual,Second Owner,17.8,1399,68.0,5.0,Ford
3105,2018,1200000,27000,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,5.0,Hyundai
3106,2018,740000,9000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5.0,Maruti
3107,2019,570000,19000,Petrol,Individual,Automatic,Second Owner,20.89,1197,81.8,5.0,Maruti
3108,2013,250000,100000,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,5.0,Tata
3109,2017,430000,20000,Petrol,Individual,Automatic,First Owner,20.51,998,67.0,5.0,Maruti
3110,2014,225000,35000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,Hyundai
3111,2014,440000,70000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5.0,Hyundai
3112,2016,800000,70000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5.0,Maruti
3113,2015,450000,53000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,5.0,Hyundai
3114,2013,420000,105000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5.0,Maruti
3115,2011,500000,121941,Diesel,Dealer,Manual,First Owner,12.8,2494,102.0,8.0,Toyota
3116,2016,350000,15000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,Tata
3117,2014,280000,100000,Diesel,Individual,Manual,First Owner,14.0,2489,95.0,8.0,Mahindra
3118,2013,425000,152186,Diesel,Dealer,Manual,Second Owner,20.45,1461,83.8,5.0,Renault
3119,2013,295000,82246,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,5.0,Hyundai
3120,2016,540000,20000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5.0,Maruti
3121,2017,754000,40000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5.0,Maruti
3122,2011,650000,89580,Diesel,Dealer,Manual,Second Owner,12.8,2494,102.0,8.0,Toyota
3123,2011,550000,250000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7.0,Toyota
3124,2011,550000,250000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7.0,Toyota
3125,2019,675000,2789,Petrol,Dealer,Manual,First Owner,18.16,1196,86.8,5.0,Ford
3126,2018,700000,35278,Diesel,Dealer,Manual,First Owner,23.8,1499,98.97,5.0,Ford
3127,2018,795000,2860,Diesel,Dealer,Manual,First Owner,23.8,1499,98.97,5.0,Ford
3128,2010,515000,200000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,7.0,Toyota
3129,2018,450000,20000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,6.0,Mahindra
3130,2008,155000,60000,Petrol,Individual,Manual,Third Owner,15.0,1086,66.6,5.0,Hyundai
3131,2011,350000,100000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.1,5.0,Toyota
3132,2011,250000,78562,Diesel,Dealer,Manual,First Owner,20.0,1399,68.0,5.0,Ford
3133,2011,450000,96000,Diesel,Individual,Manual,Fourth & Above Owner,22.32,1582,126.32,5.0,Hyundai
3134,2003,55599,36088,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4.0,Maruti
3135,2014,420000,50000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,Hyundai
3136,2018,750000,40000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5.0,Maruti
3137,2020,450000,10000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,5.0,Datsun
3138,2008,175000,60000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5.0,Maruti
3139,2019,650000,10000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5.0,Hyundai
3140,2018,1050000,10000,Diesel,Individual,Manual,First Owner,25.47,1248,88.5,7.0,Maruti
3141,2011,375000,35000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5.0,Hyundai
3142,2014,1100000,80000,Diesel,Individual,Manual,First Owner,14.74,2199,194.3,7.0,Hyundai
3143,2019,1550000,28000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,7.0,Mahindra
3144,2017,620000,35000,Diesel,Individual,Manual,First Owner,24.29,1498,99.0,5.0,Ford
3145,2017,1511000,32000,Diesel,Individual,Manual,First Owner,16.3,1956,170.0,5.0,Jeep
3146,2003,135000,40000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5.0,Maruti
3147,2019,320000,10000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,Renault
3148,2019,1650000,25000,Diesel,Individual,Automatic,Second Owner,15.1,2179,152.87,7.0,Mahindra
3149,2016,320000,50000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,Maruti
3150,2012,400000,129000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5.0,Maruti
3151,2015,900000,100000,Diesel,Individual,Automatic,Second Owner,16.0,2179,140.0,7.0,Mahindra
3152,2018,310000,30000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5.0,Maruti
3153,2018,595000,28000,Petrol,Individual,Manual,Second Owner,17.0,1198,108.5,5.0,Tata
3154,2013,350000,70000,Petrol,Individual,Manual,First Owner,13.87,1598,86.0,5.0,Mahindra
3155,2013,275000,110000,Diesel,Individual,Manual,First Owner,19.1,1405,70.0,5.0,Tata
3156,2019,420000,10000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,5.0,Maruti
3157,2008,250000,110000,Diesel,Individual,Manual,Second Owner,18.1,1493,110.0,5.0,Hyundai
3158,2007,250000,100000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5.0,Maruti
3159,2016,525000,60000,Petrol,Individual,Automatic,First Owner,16.9,1197,82.0,5.0,Hyundai
3160,2008,250000,110000,Diesel,Individual,Manual,Third Owner,10.5,2609,120.0,7.0,Mahindra
3161,2017,430000,10000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5.0,Maruti
3162,2017,630000,35000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5.0,Maruti
3163,2018,550000,23000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,5.0,Tata
3164,2019,630000,15000,Diesel,Individual,Manual,Second Owner,28.4,1248,74.0,5.0,Maruti
3165,2018,850000,20000,Diesel,Individual,Manual,First Owner,18.49,2179,120.0,9.0,Mahindra
3166,2011,455000,90000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,7.0,Mahindra
3167,2011,445000,90000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,7.0,Mahindra
3168,2013,370000,80000,Diesel,Individual,Manual,First Owner,21.9,1396,88.76,5.0,Hyundai
3169,2016,500000,50000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5.0,Hyundai
3170,2012,140000,185000,Diesel,Individual,Manual,Second Owner,19.4,1405,70.0,5.0,Tata
3171,2019,550000,40000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5.0,Maruti
3172,2017,300000,30000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5.0,Renault
3173,2011,150000,120000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,5.0,Tata
3174,2011,229999,500000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5.0,Maruti
3175,2017,880000,46000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,7.0,Mahindra
3176,2011,900000,120000,Diesel,Individual,Manual,First Owner,11.5,2982,171.0,7.0,Toyota
3177,2015,720000,80000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,9.0,Mahindra
3178,2016,550000,90000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5.0,Hyundai
3179,2015,720000,90000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,9.0,Mahindra
3180,2016,535000,70000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5.0,Maruti
3181,2015,320000,91000,Diesel,Individual,Manual,Third Owner,24.4,1120,71.0,5.0,Hyundai
3182,2015,500000,90000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,Hyundai
3183,2014,525000,110000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7.0,Maruti
3184,2019,220000,90000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5.0,Renault
3185,2018,350000,50000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,Tata
3186,2016,530000,60000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7.0,Mahindra
3187,2013,215000,35000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,Maruti
3188,2012,335000,100000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5.0,Volkswagen
3189,2015,320000,90000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.0,5.0,Hyundai
3190,2011,135000,120000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5.0,Ford
3191,2009,175000,95000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,5.0,Maruti
3192,2017,800000,35000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,Mahindra
3193,2007,78000,38000,Petrol,Individual,Manual,Second Owner,15.3,1193,65.3,5.0,Tata
3194,2014,565000,56000,Petrol,Individual,Manual,Second Owner,17.4,1497,117.3,5.0,Honda
3195,2017,575000,50000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,Hyundai
3196,2014,170000,70000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5.0,Hyundai
3197,2014,250999,30000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,Maruti
3198,2015,950000,188000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7.0,Mahindra
3199,2014,650000,60000,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,5.0,Honda
3200,2013,550000,133000,Diesel,Individual,Manual,First Owner,14.0,2179,138.1,7.0,Tata
3201,2010,650000,160000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,7.0,Toyota
3202,2013,800000,150000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7.0,Mahindra
3203,2020,250999,30000,Petrol,Individual,Manual,First Owner,22.05,796,47.3,5.0,Maruti
3204,2013,170000,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5.0,Maruti
3205,2013,250000,30000,Diesel,Individual,Manual,First Owner,19.09,1396,69.0,5.0,Tata
3206,2014,312000,80000,Petrol,Individual,Manual,First Owner,13.7,1399,98.82,7.0,Chevrolet
3207,2014,250000,20000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,Maruti
3208,2013,200000,80000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,Hyundai
3209,2016,670000,73000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,7.0,Mahindra
3210,2017,270000,50000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,Hyundai
3211,2012,360000,200000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,Mahindra
3212,2018,630000,46000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,5.0,Maruti
3213,2018,400000,50000,Diesel,Individual,Manual,First Owner,23.5,909,45.0,8.0,Mahindra
3214,2019,1000000,15000,Petrol,Individual,Manual,First Owner,19.01,1462,103.2,6.0,Maruti
3215,2017,650000,44000,Diesel,Dealer,Manual,First Owner,23.65,1248,88.5,5.0,Maruti
3216,2010,217000,120000,Diesel,Individual,Manual,First Owner,21.1,1248,73.9,5.0,Maruti
3217,2012,280000,70000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,5.0,Maruti
3218,2013,350000,90000,Petrol,Individual,Manual,First Owner,14.09,1596,99.6,5.0,Ford
3219,2017,1150000,42000,Diesel,Individual,Manual,Second Owner,16.0,2179,140.0,7.0,Mahindra
3220,2016,420000,30000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,5.0,Hyundai
3221,2017,810000,80000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5.0,Maruti
3222,2011,290000,90000,Petrol,Individual,Manual,Third Owner,17.0,1197,80.0,5.0,Hyundai
3223,2012,180000,60000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,5.0,Chevrolet
3224,2010,160000,162000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,5.0,Maruti
3225,2017,66000,70000,Petrol,Individual,Manual,Third Owner,23.9,624,37.48,4.0,Tata
3226,2015,369000,20000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5.0,Maruti
3227,2012,300000,80000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.1,7.0,Tata
3228,2008,350000,90000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,7.0,Mahindra
3229,2008,220000,120000,Petrol,Individual,Automatic,Second Owner,19.2,1197,80.0,5.0,Hyundai
3230,2005,160000,220000,Diesel,Individual,Manual,First Owner,14.8,2499,80.0,10.0,Chevrolet
3231,2009,221000,100000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5.0,Maruti
3232,2017,400000,35000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5.0,Tata
3233,2004,250000,120000,Petrol,Individual,Manual,Second Owner,13.4,2362,164.7,5.0,Toyota
3234,2011,390000,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.6,2523,63.0,7.0,Mahindra
3235,2012,190000,110000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,5.0,Maruti
3236,2017,300000,60000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,Renault
3237,2017,750000,27000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,Hyundai
3238,2016,650000,50000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5.0,Maruti
3239,2018,635000,40000,Petrol,Individual,Manual,First Owner,17.8,1198,86.7,5.0,Honda
3240,2013,520000,88000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5.0,Hyundai
3241,2020,1500000,50000,Diesel,Individual,Manual,First Owner,16.36,2179,140.0,7.0,Mahindra
3242,2012,415000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5.0,Hyundai
3243,2019,700000,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.76,5.0,Hyundai
3244,2017,484999,26000,Petrol,Individual,Manual,Second Owner,21.21,1197,81.8,5.0,Maruti
3245,2007,120000,80000,Petrol,Individual,Manual,Second Owner,16.6,1388,68.0,5.0,Ford
3246,2014,220000,60000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5.0,Hyundai
3247,2014,320000,80000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5.0,Hyundai
3248,2011,375000,90000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5.0,Maruti
3249,2012,440000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5.0,Hyundai
3250,2019,550000,15000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,5.0,Hyundai
3251,2017,640000,35000,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,5.0,Maruti
3252,2014,420000,120000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5.0,Toyota
3253,2016,330000,63000,Diesel,Individual,Manual,Third Owner,24.0,1120,70.0,5.0,Hyundai
3254,2019,800000,25000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,5.0,Volkswagen
3255,2011,240000,64500,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5.0,Maruti
3256,2016,360000,100000,Diesel,Individual,Manual,Second Owner,25.32,1198,77.0,6.0,Mahindra
3257,2017,750000,40000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,5.0,Hyundai
3258,2017,570000,15000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5.0,Hyundai
3259,2015,450000,25000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5.0,Toyota
3260,2016,270000,82000,Petrol,Individual,Manual,Third Owner,18.5,1197,85.8,5.0,Maruti
3261,2012,459999,87000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7.0,Maruti
3262,2015,240000,80000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5.0,Maruti
3263,2012,320000,110000,Diesel,Individual,Manual,Third Owner,19.01,1461,108.45,5.0,Renault
3264,2011,149000,148000,Diesel,Individual,Manual,Second Owner,21.12,1248,88.8,5.0,Tata
3265,2018,1500000,40000,Diesel,Individual,Manual,First Owner,16.36,2179,140.0,7.0,Mahindra
3266,2011,180000,70000,Petrol,Individual,Manual,First Owner,16.36,1495,93.7,5.0,Hyundai
3267,2012,185000,70000,LPG,Individual,Manual,Second Owner,13.45,1086,62.1,5.0,Hyundai
3268,2008,65000,40000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4.0,Maruti
3269,2010,130000,120000,Diesel,Individual,Manual,First Owner,17.0,1405,70.0,5.0,Tata
3270,2012,330000,60000,Diesel,Individual,Manual,First Owner,17.8,1399,67.0,5.0,Ford
3271,2011,190000,90000,Diesel,Dealer,Manual,First Owner,18.8,1248,90.0,5.0,Tata
3272,2014,501000,68000,Diesel,Dealer,Manual,First Owner,22.9,1248,74.0,5.0,Maruti
3273,2017,600000,24500,Diesel,Dealer,Manual,First Owner,25.8,1498,98.6,5.0,Honda
3274,2012,570000,77000,Diesel,Dealer,Manual,Second Owner,15.1,2179,140.0,7.0,Mahindra
3275,2015,450000,85000,Diesel,Dealer,Manual,First Owner,25.8,1498,98.6,5.0,Honda
3276,2011,285000,45500,Petrol,Dealer,Manual,First Owner,16.78,1496,88.73,5.0,Toyota
3277,2014,490000,67000,Diesel,Dealer,Manual,First Owner,28.4,1248,74.0,5.0,Maruti
3278,2014,500000,77000,Diesel,Dealer,Manual,First Owner,28.4,1248,74.0,5.0,Maruti
3279,2016,275000,47000,Petrol,Dealer,Manual,First Owner,21.1,814,55.2,5.0,Hyundai
3280,2017,440000,57000,Petrol,Dealer,Manual,First Owner,23.84,1199,84.48,5.0,Tata
3281,2018,825000,71500,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,5.0,Hyundai
3282,2012,411000,110000,Diesel,Dealer,Manual,First Owner,23.59,1364,67.04,5.0,Toyota
3283,2013,470000,82000,Diesel,Dealer,Manual,Second Owner,26.59,1248,74.0,5.0,Maruti
3284,2013,445000,70000,Diesel,Dealer,Manual,Second Owner,28.4,1248,74.0,5.0,Maruti
3285,2017,752000,28000,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5.0,Maruti
3286,2016,650000,125000,Diesel,Dealer,Manual,Second Owner,21.14,1498,103.52,5.0,Skoda
3287,2013,450000,67000,Diesel,Dealer,Manual,Second Owner,28.4,1248,74.0,5.0,Maruti
3288,2011,350000,93500,Petrol,Dealer,Manual,Third Owner,17.0,1497,118.0,5.0,Honda
3289,2012,511000,8500,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,5.0,Maruti
3290,2016,700000,80000,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5.0,Maruti
3291,2007,142000,97000,Petrol,Individual,Manual,First Owner,16.6,1388,68.0,5.0,Ford
3292,2012,725000,90000,Diesel,Individual,Manual,First Owner,13.93,2179,138.0,7.0,Tata
3293,2017,630000,30000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,Hyundai
3294,2015,480000,50000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,Hyundai
3295,2016,330000,30000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,Maruti
3296,2017,500000,20000,Petrol,Individual,Manual,First Owner,11.96,1298,80.0,8.0,Maruti
3297,2012,300000,60300,Diesel,Individual,Manual,First Owner,22.07,1199,73.9,5.0,Volkswagen
3298,2015,400000,35000,Diesel,Individual,Manual,First Owner,23.0,1248,88.7,5.0,Tata
3299,2011,320000,80000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7.0,Tata
3300,2008,180000,44391,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5.0,Hyundai
3301,2016,530000,58000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5.0,Maruti
3302,2015,600000,40000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,Mahindra
3303,2017,780000,66000,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,7.0,Maruti
